,mu_V,mu_W,nu_W,sigma_V,sigma_W,tau_W
31,0.876283733465,-0.684876440491,0.878923533562,1.01743588867,1.65582428052,1.96095072742
32,0.876283733465,-0.684876440491,0.878923533562,1.01743588867,1.65582428052,1.90047354852
33,0.876283733465,-0.684876440491,0.878923533562,1.01743588867,1.65582428052,1.90047354852
34,0.876283733465,-0.684876440491,0.878923533562,1.01743588867,1.65582428052,1.90047354852
35,0.876283733465,-0.684876440491,0.97447961356,1.01743588867,1.65582428052,1.90047354852
36,0.876283733465,-0.684876440491,0.97447961356,1.01743588867,1.65582428052,1.89820885605
37,0.876283733465,-0.684876440491,0.97447961356,1.01743588867,1.65582428052,1.94900145923
38,0.876283733465,-0.684876440491,0.97447961356,1.01743588867,1.65582428052,1.94900145923
39,0.876283733465,-0.686872392727,0.97447961356,1.01743588867,1.65582428052,1.94900145923
40,0.948230687961,-0.686872392727,1.00689012385,1.01743588867,1.65582428052,1.94900145923
41,0.948634534709,-0.665090797935,1.00689012385,1.01743588867,1.65582428052,1.94900145923
42,0.948634534709,-0.665090797935,1.00689012385,1.01743588867,1.60769840055,1.94900145923
43,0.948634534709,-0.665090797935,1.07725996029,1.01743588867,1.60769840055,1.94900145923
44,0.948634534709,-0.665090797935,1.07725996029,1.01743588867,1.60769840055,1.95188204699
45,0.948634534709,-0.665090797935,1.07725996029,1.02906109051,1.58389764809,1.92581695416
46,0.948634534709,-0.665090797935,1.08335519647,1.02427522874,1.58389764809,1.92581695416
47,0.948634534709,-0.665090797935,1.13291922711,1.02427522874,1.58389764809,1.92581695416
48,0.948634534709,-0.611243060087,1.13291922711,1.03212668502,1.58389764809,1.88344040851
49,0.948634534709,-0.611243060087,1.13291922711,1.03212668502,1.58389764809,1.88344040851
50,0.948634534709,-0.611243060087,1.13291922711,1.03484965841,1.56488799182,1.8698726802
51,0.948634534709,-0.611243060087,1.13291922711,1.03484965841,1.56488799182,1.88243687198
52,0.948634534709,-0.611352432022,1.13291922711,1.03484965841,1.56488799182,1.96276517973
53,0.948634534709,-0.611352432022,1.13291922711,1.03484965841,1.50331142436,1.95519561945
54,0.948634534709,-0.611352432022,1.13291922711,1.03484965841,1.50331142436,1.95258802865
55,0.948634534709,-0.611352432022,1.15405931811,1.03484965841,1.50331142436,1.95258802865
56,0.948634534709,-0.611352432022,1.15405931811,1.03484965841,1.47702237376,1.93048312418
57,0.948634534709,-0.611352432022,1.15405931811,1.03484965841,1.47702237376,1.89167029814
58,0.948634534709,-0.605506535983,1.22811833229,1.03484965841,1.47702237376,1.87991104252
59,0.948634534709,-0.605506535983,1.22811833229,1.03484965841,1.47702237376,1.87991104252
60,0.948634534709,-0.605506535983,1.29717794993,1.03735348171,1.4581058729,1.91734239992
61,0.976920044629,-0.605506535983,1.29717794993,1.04286880537,1.4581058729,1.91734239992
62,0.976920044629,-0.605506535983,1.29717794993,1.04286880537,1.45463274126,1.91734239992
63,0.976920044629,-0.601394871776,1.28005285813,1.0483728264,1.43967145741,1.91734239992
64,0.984447824994,-0.601394871776,1.28005285813,1.0483728264,1.43967145741,1.87326681042
65,0.984447824994,-0.587945338314,1.24788033833,1.0483728264,1.43967145741,1.87326681042
66,0.984447824994,-0.587945338314,1.31293036389,1.0483728264,1.43967145741,1.87326681042
67,0.984447824994,-0.587945338314,1.3693065243,1.09256058777,1.43967145741,1.87326681042
68,0.984447824994,-0.587945338314,1.3693065243,1.09256058777,1.43967145741,1.87326681042
69,0.996187231923,-0.587945338314,1.3693065243,1.09256058777,1.43967145741,1.87715479307
70,0.996187231923,-0.587945338314,1.3911175066,1.09256058777,1.43967145741,1.87715479307
71,1.03641352634,-0.587945338314,1.3911175066,1.09256058777,1.43967145741,1.87715479307
72,1.03641352634,-0.583357413315,1.37638941544,1.09256058777,1.43967145741,1.84641019105
73,1.03641352634,-0.583357413315,1.37638941544,1.09256058777,1.43967145741,1.84641019105
74,1.03641352634,-0.641636471839,1.37638941544,1.09793999887,1.43967145741,1.84641019105
75,1.03641352634,-0.646484386604,1.37638941544,1.09793999887,1.43967145741,1.80661988992
76,1.0248356322,-0.646484386604,1.37638941544,1.09793999887,1.42624547894,1.83180879392
77,1.0248356322,-0.646484386604,1.37638941544,1.09793999887,1.42624547894,1.83172588916
78,1.0248356322,-0.646484386604,1.37638941544,1.09793999887,1.42624547894,1.80818672696
79,1.0248356322,-0.646484386604,1.37638941544,1.09793999887,1.42624547894,1.80818672696
80,1.04756852946,-0.646484386604,1.37638941544,1.13293624776,1.42624547894,1.80818672696
81,1.04756852946,-0.646484386604,1.37638941544,1.13293624776,1.42624547894,1.80818672696
82,1.04756852946,-0.646484386604,1.3410956735,1.13293624776,1.42624547894,1.85132648909
83,1.04756852946,-0.646484386604,1.3410956735,1.13293624776,1.42624547894,1.85132648909
84,1.04756852946,-0.642695089244,1.39396028485,1.14452425161,1.42624547894,1.85132648909
85,1.04756852946,-0.642695089244,1.36411084378,1.14452425161,1.42624547894,1.85132648909
86,1.04756852946,-0.642695089244,1.36411084378,1.14452425161,1.42624547894,1.85132648909
87,1.0148743066,-0.621076058491,1.36411084378,1.14452425161,1.40650906672,1.89206237248
88,1.0148743066,-0.621076058491,1.36411084378,1.14452425161,1.40650906672,1.89206237248
89,1.0148743066,-0.621076058491,1.36411084378,1.14452425161,1.40650906672,1.89856742276
90,1.0148743066,-0.621076058491,1.3538955614,1.14452425161,1.40650906672,1.82623817396
91,1.04327855023,-0.621076058491,1.42074455132,1.14452425161,1.41805156336,1.82623817396
92,1.04327855023,-0.614229732568,1.42074455132,1.14452425161,1.42272663343,1.82623817396
93,1.04327855023,-0.614229732568,1.42074455132,1.14452425161,1.42272663343,1.81047034639
94,1.04261181108,-0.614229732568,1.42074455132,1.14452425161,1.42272663343,1.81047034639
95,1.04261181108,-0.614229732568,1.42074455132,1.14452425161,1.42272663343,1.81047034639
96,1.0595761054,-0.614229732568,1.42074455132,1.14452425161,1.38809523244,1.8296299839
97,1.0595761054,-0.614229732568,1.49572348661,1.14452425161,1.38809523244,1.8296299839
98,1.0595761054,-0.614229732568,1.47648934288,1.14452425161,1.38809523244,1.8296299839
99,1.0595761054,-0.614229732568,1.47648934288,1.14452425161,1.38809523244,1.8296299839
100,1.0595761054,-0.614229732568,1.47648934288,1.14452425161,1.38809523244,1.8296299839
101,1.0595761054,-0.614229732568,1.48855354269,1.14452425161,1.38809523244,1.8054843839
102,1.0595761054,-0.614229732568,1.48855354269,1.14452425161,1.35215742766,1.8054843839
103,1.04585416952,-0.614229732568,1.48855354269,1.14452425161,1.35215742766,1.80608846997
104,1.06924698888,-0.614229732568,1.48855354269,1.14452425161,1.35215742766,1.80608846997
105,1.01700095341,-0.614229732568,1.48855354269,1.14452425161,1.35215742766,1.80608846997
106,1.04505256974,-0.617680691196,1.57103079325,1.14452425161,1.35215742766,1.77905682016
107,1.04505256974,-0.617680691196,1.57103079325,1.14452425161,1.35215742766,1.77187029168
108,1.04505256974,-0.623096016123,1.57103079325,1.14452425161,1.35215742766,1.73995632365
109,1.04505256974,-0.623096016123,1.57103079325,1.14452425161,1.35215742766,1.73995632365
110,1.04505256974,-0.629531532337,1.60194567009,1.12435151537,1.35215742766,1.75498050693
111,1.04505256974,-0.579529298932,1.60194567009,1.12247633337,1.35215742766,1.75498050693
112,1.04505256974,-0.579529298932,1.60194567009,1.12247633337,1.35215742766,1.71541281174
113,1.04505256974,-0.579529298932,1.60194567009,1.12247633337,1.35215742766,1.67788238671
114,1.06557899721,-0.592411445276,1.60194567009,1.13604819829,1.35215742766,1.67788238671
115,1.06557899721,-0.592411445276,1.60194567009,1.13604819829,1.35215742766,1.67788238671
116,1.06557899721,-0.592411445276,1.6846926495,1.13604819829,1.35215742766,1.66247614008
117,1.06557899721,-0.592411445276,1.61192286452,1.13604819829,1.35215742766,1.66247614008
118,1.06557899721,-0.592411445276,1.56798290639,1.14566871575,1.35215742766,1.64903830684
119,1.06557899721,-0.592411445276,1.56798290639,1.14566871575,1.35215742766,1.64903830684
120,1.0667067453,-0.592411445276,1.56798290639,1.14566871575,1.35215742766,1.64903830684
121,1.0667067453,-0.592411445276,1.56798290639,1.14566871575,1.35215742766,1.66037604829
122,1.0667067453,-0.60685212964,1.59362814036,1.14566871575,1.31134256818,1.66037604829
123,1.0667067453,-0.60685212964,1.59362814036,1.14566871575,1.31134256818,1.66037604829
124,1.0667067453,-0.60685212964,1.59362814036,1.14566871575,1.31134256818,1.66037604829
125,1.07552063228,-0.60685212964,1.58249676543,1.14566871575,1.31134256818,1.66037604829
126,1.07552063228,-0.60685212964,1.62324936527,1.14566871575,1.31134256818,1.66037604829
127,1.07552063228,-0.60685212964,1.62324936527,1.14566871575,1.31134256818,1.66037604829
128,1.04864008188,-0.60685212964,1.60970152576,1.14566871575,1.31134256818,1.66037604829
129,1.04864008188,-0.60685212964,1.60970152576,1.14566871575,1.31134256818,1.66037604829
130,1.04864008188,-0.60685212964,1.54104512922,1.14566871575,1.30947945224,1.67179282801
131,1.04864008188,-0.60685212964,1.5057001605,1.14566871575,1.30947945224,1.67179282801
132,1.04864008188,-0.60685212964,1.49291193798,1.14566871575,1.30947945224,1.67179282801
133,1.05485431079,-0.60685212964,1.49291193798,1.14566871575,1.30947945224,1.67610141209
134,1.05485431079,-0.60685212964,1.47399265996,1.14566871575,1.30947945224,1.68978366378
135,1.05485431079,-0.60685212964,1.46815842292,1.17964745892,1.30947945224,1.63649133469
136,1.05485431079,-0.60685212964,1.4702032664,1.17964745892,1.30947945224,1.63649133469
137,1.05485431079,-0.60685212964,1.4702032664,1.20188422275,1.30947945224,1.63649133469
138,1.05485431079,-0.60685212964,1.4702032664,1.20188422275,1.30947945224,1.63649133469
139,1.09745766587,-0.60685212964,1.46339880963,1.20188422275,1.30947945224,1.61419450026
140,1.09745766587,-0.60685212964,1.46339880963,1.24355372808,1.30947945224,1.61419450026
141,1.09745766587,-0.60685212964,1.46339880963,1.24355372808,1.30947945224,1.61419450026
142,1.09745766587,-0.60685212964,1.55402370266,1.24355372808,1.30947945224,1.61419450026
143,1.09745766587,-0.60685212964,1.55402370266,1.24355372808,1.30947945224,1.6490419971
144,1.09745766587,-0.60685212964,1.55402370266,1.24355372808,1.3201568735,1.6490419971
145,1.09745766587,-0.60685212964,1.55402370266,1.24355372808,1.3201568735,1.6490419971
146,1.09745766587,-0.60685212964,1.62445700413,1.24355372808,1.29662363616,1.64766271852
147,1.08953920727,-0.60685212964,1.62445700413,1.24355372808,1.29662363616,1.68108559703
148,1.08953920727,-0.564187267511,1.62445700413,1.24355372808,1.29662363616,1.68108559703
149,1.08953920727,-0.556883744758,1.5370513028,1.24355372808,1.29662363616,1.64495512428
150,1.09742916702,-0.543712848042,1.5370513028,1.24355372808,1.29662363616,1.61231111726
151,1.09742916702,-0.543712848042,1.5370513028,1.24355372808,1.29662363616,1.61231111726
152,1.09742916702,-0.543712848042,1.5370513028,1.24355372808,1.29662363616,1.61231111726
153,1.09742916702,-0.543712848042,1.55080272074,1.23866576302,1.29662363616,1.61231111726
154,1.09742916702,-0.543712848042,1.55080272074,1.23866576302,1.29662363616,1.61231111726
155,1.13657927205,-0.543712848042,1.55080272074,1.23866576302,1.29662363616,1.61231111726
156,1.13657927205,-0.543712848042,1.5498208754,1.23866576302,1.29662363616,1.61231111726
157,1.13657927205,-0.543712848042,1.5498208754,1.23866576302,1.29662363616,1.61231111726
158,1.13657927205,-0.543712848042,1.5498208754,1.23866576302,1.29662363616,1.66845346938
159,1.13657927205,-0.543712848042,1.5261297363,1.23866576302,1.29662363616,1.66845346938
160,1.13657927205,-0.543712848042,1.54828089773,1.23866576302,1.29662363616,1.66845346938
161,1.13657927205,-0.543712848042,1.54828089773,1.23866576302,1.29662363616,1.69412913606
162,1.13350268356,-0.543712848042,1.54828089773,1.23866576302,1.29662363616,1.69412913606
163,1.13350268356,-0.543712848042,1.54828089773,1.24030308379,1.26105535952,1.69412913606
164,1.13350268356,-0.533378889941,1.52191810283,1.24030308379,1.26105535952,1.59941823685
165,1.13350268356,-0.533378889941,1.52191810283,1.24030308379,1.26105535952,1.64662863207
166,1.13350268356,-0.533378889941,1.52191810283,1.24257356223,1.26526937337,1.64662863207
167,1.13350268356,-0.533378889941,1.5046904951,1.24257356223,1.26526937337,1.64662863207
168,1.13350268356,-0.533378889941,1.5046904951,1.24257356223,1.26526937337,1.64662863207
169,1.13350268356,-0.533378889941,1.44434712233,1.24257356223,1.26526937337,1.67091605542
170,1.13350268356,-0.533378889941,1.44434712233,1.2514775502,1.26526937337,1.67091605542
171,1.13350268356,-0.533378889941,1.44434712233,1.25620927358,1.24216365739,1.67091605542
172,1.13350268356,-0.533378889941,1.39492490491,1.25620927358,1.24216365739,1.67091605542
173,1.13350268356,-0.505652464951,1.39492490491,1.26943175227,1.24216365739,1.67091605542
174,1.13350268356,-0.505652464951,1.39492490491,1.26943175227,1.24423411407,1.67091605542
175,1.13350268356,-0.505652464951,1.39492490491,1.26943175227,1.24423411407,1.67091605542
176,1.13350268356,-0.505652464951,1.42700707003,1.26943175227,1.24423411407,1.67091605542
177,1.10979238273,-0.505652464951,1.42700707003,1.26943175227,1.24423411407,1.67091605542
178,1.10979238273,-0.505652464951,1.38244209134,1.26943175227,1.24423411407,1.64990660329
179,1.10979238273,-0.505652464951,1.36972256757,1.26943175227,1.24423411407,1.64990660329
180,1.10979238273,-0.525394485838,1.36972256757,1.26943175227,1.25913280138,1.64990660329
181,1.10979238273,-0.525394485838,1.36972256757,1.26943175227,1.25913280138,1.65326185806
182,1.10979238273,-0.525394485838,1.36972256757,1.26943175227,1.25913280138,1.65326185806
183,1.10979238273,-0.525394485838,1.35161595037,1.2942606423,1.25913280138,1.65326185806
184,1.10979238273,-0.525394485838,1.3132559824,1.2942606423,1.25913280138,1.65326185806
185,1.10979238273,-0.525394485838,1.31008528339,1.2942606423,1.25913280138,1.65326185806
186,1.10979238273,-0.525394485838,1.31008528339,1.30369046897,1.25913280138,1.65326185806
187,1.10979238273,-0.525394485838,1.31008528339,1.30369046897,1.25913280138,1.65326185806
188,1.10979238273,-0.525394485838,1.3136181161,1.30369046897,1.25913280138,1.65326185806
189,1.14397460407,-0.51179840706,1.3136181161,1.30369046897,1.25913280138,1.65326185806
190,1.14397460407,-0.51179840706,1.37090557264,1.2903876441,1.22593374504,1.65326185806
191,1.14397460407,-0.51179840706,1.37090557264,1.2903876441,1.22593374504,1.71218402858
192,1.14397460407,-0.51179840706,1.35823083576,1.2903876441,1.22593374504,1.65412039682
193,1.14397460407,-0.51179840706,1.35823083576,1.2903876441,1.22593374504,1.65412039682
194,1.14397460407,-0.51179840706,1.35823083576,1.2903876441,1.22593374504,1.65412039682
195,1.14397460407,-0.51179840706,1.36811078429,1.2903876441,1.22593374504,1.65412039682
196,1.15571340905,-0.51179840706,1.36811078429,1.2903876441,1.22593374504,1.65412039682
197,1.14300164307,-0.51179840706,1.36811078429,1.2903876441,1.22529870753,1.64096760702
198,1.14300164307,-0.51179840706,1.36811078429,1.2903876441,1.22529870753,1.65709268774
199,1.1576811935,-0.51179840706,1.36811078429,1.2903876441,1.22529870753,1.65709268774
200,1.1576811935,-0.51179840706,1.36811078429,1.2903876441,1.22529870753,1.65709268774
201,1.1576811935,-0.51179840706,1.36811078429,1.2903876441,1.22529870753,1.65709268774
202,1.1576811935,-0.51179840706,1.33989611707,1.2903876441,1.22529870753,1.65709268774
203,1.1576811935,-0.51179840706,1.33989611707,1.28681194969,1.22529870753,1.62028971058
204,1.1576811935,-0.51179840706,1.33989611707,1.28681194969,1.22529870753,1.58025174947
205,1.1576811935,-0.51179840706,1.33989611707,1.28681194969,1.22529870753,1.61299307905
206,1.1576811935,-0.51179840706,1.3574666075,1.28681194969,1.22529870753,1.61618018176
207,1.1576811935,-0.51179840706,1.3574666075,1.30046168151,1.22447208549,1.55803460971
208,1.1576811935,-0.51179840706,1.3574666075,1.30385252185,1.22447208549,1.55803460971
209,1.1576811935,-0.51179840706,1.28567856689,1.30385252185,1.22447208549,1.55803460971
210,1.1576811935,-0.51179840706,1.33458197428,1.30385252185,1.22447208549,1.60089030312
211,1.1576811935,-0.51179840706,1.3876816957,1.30385252185,1.22447208549,1.60089030312
212,1.1576811935,-0.51179840706,1.45509220206,1.30385252185,1.22447208549,1.60089030312
213,1.1576811935,-0.51179840706,1.44203092831,1.30385252185,1.20138115368,1.60062098409
214,1.1576811935,-0.51179840706,1.44203092831,1.30592134107,1.20138115368,1.60062098409
215,1.1576811935,-0.51179840706,1.40636239114,1.30592134107,1.20138115368,1.60062098409
216,1.12862934257,-0.51179840706,1.3683566985,1.30592134107,1.20138115368,1.60062098409
217,1.11019937348,-0.516910183344,1.3683566985,1.30592134107,1.20504239139,1.60062098409
218,1.15064593346,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60323656113
219,1.17414136387,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60323656113
220,1.17015987209,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60011048538
221,1.17015987209,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60011048538
222,1.17015987209,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60011048538
223,1.17015987209,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.60011048538
224,1.16457256144,-0.522116459481,1.3683566985,1.30592134107,1.20504239139,1.55857806559
225,1.20922111497,-0.522116459481,1.3683566985,1.35441551389,1.20504239139,1.55857806559
226,1.24164814931,-0.522116459481,1.3683566985,1.35441551389,1.20504239139,1.55857806559
227,1.24164814931,-0.522116459481,1.3683566985,1.38136710726,1.20504239139,1.55857806559
228,1.24164814931,-0.522116459481,1.3683566985,1.39311697665,1.20504239139,1.55857806559
229,1.24164814931,-0.522116459481,1.3683566985,1.39311697665,1.20504239139,1.53280396082
230,1.20121949184,-0.522116459481,1.38786989325,1.39311697665,1.20504239139,1.53427471171
231,1.20121949184,-0.522116459481,1.38786989325,1.37880933789,1.20814233294,1.50861250193
232,1.20121949184,-0.522116459481,1.38786989325,1.37880933789,1.20814233294,1.50861250193
233,1.20121949184,-0.511308488161,1.38786989325,1.37880933789,1.20814233294,1.51148048803
234,1.20789861369,-0.511308488161,1.38786989325,1.37880933789,1.20814233294,1.51148048803
235,1.20789861369,-0.511308488161,1.46436447604,1.37880933789,1.20814233294,1.50668804455
236,1.20789861369,-0.511308488161,1.46436447604,1.37880933789,1.20814233294,1.48400849996
237,1.23855082697,-0.511308488161,1.46436447604,1.37880933789,1.20463556727,1.48400849996
238,1.23855082697,-0.511308488161,1.46436447604,1.37880933789,1.2049077066,1.48400849996
239,1.23855082697,-0.511308488161,1.46436447604,1.37880933789,1.2049077066,1.48400849996
240,1.23855082697,-0.511308488161,1.46436447604,1.37880933789,1.2049077066,1.49977187344
241,1.23855082697,-0.512545750876,1.46436447604,1.37880933789,1.2049077066,1.52715504658
242,1.26989532041,-0.512545750876,1.50201981762,1.37880933789,1.2049077066,1.52715504658
243,1.26989532041,-0.512545750876,1.446801065,1.37880933789,1.19985729349,1.52715504658
244,1.21371616207,-0.512545750876,1.47474527963,1.37880933789,1.19985729349,1.52715504658
245,1.21371616207,-0.512545750876,1.45556256075,1.37880933789,1.19985729349,1.53465947761
246,1.21371616207,-0.512545750876,1.47980672366,1.37880933789,1.19985729349,1.53465947761
247,1.10611877364,-0.512545750876,1.50073177885,1.37880933789,1.19985729349,1.52675506694
248,1.11123204267,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.52675506694
249,1.11123204267,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.52675506694
250,1.11123204267,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.58314671877
251,1.11123204267,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.58314671877
252,1.11123204267,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.58314671877
253,1.14646347422,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.53782008564
254,1.19566757624,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.53782008564
255,1.19566757624,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.53782008564
256,1.19566757624,-0.512545750876,1.48677167848,1.37880933789,1.19985729349,1.53782008564
257,1.19566757624,-0.512545750876,1.48677167848,1.37880933789,1.18031509302,1.53782008564
258,1.19566757624,-0.512545750876,1.46328415551,1.37880933789,1.18031509302,1.52163228459
259,1.19566757624,-0.512545750876,1.46328415551,1.37880933789,1.16921946469,1.52163228459
260,1.19566757624,-0.512545750876,1.46328415551,1.37880933789,1.16921946469,1.52163228459
261,1.19165820103,-0.512545750876,1.4588465674,1.37880933789,1.16921946469,1.52163228459
262,1.19165820103,-0.512545750876,1.4588465674,1.39740841246,1.16921946469,1.52163228459
263,1.19165820103,-0.512545750876,1.4588465674,1.39740841246,1.16921946469,1.52163228459
264,1.23652814356,-0.512545750876,1.44204244001,1.39090806205,1.16921946469,1.52163228459
265,1.23652814356,-0.512545750876,1.39913075688,1.39090806205,1.16921946469,1.52163228459
266,1.19939394298,-0.512545750876,1.39913075688,1.39090806205,1.16921946469,1.52163228459
267,1.19939394298,-0.512545750876,1.34727740945,1.39090806205,1.16921946469,1.51022239682
268,1.19939394298,-0.512545750876,1.37426314028,1.39090806205,1.16921946469,1.51022239682
269,1.19939394298,-0.512545750876,1.37426314028,1.39090806205,1.16921946469,1.52232866008
270,1.19939394298,-0.512545750876,1.37426314028,1.39090806205,1.16921946469,1.52232866008
271,1.19939394298,-0.512545750876,1.37426314028,1.39090806205,1.16921946469,1.52232866008
272,1.19939394298,-0.485253014273,1.34568912699,1.39090806205,1.15029936278,1.52232866008
273,1.19939394298,-0.489828604207,1.34568912699,1.39090806205,1.15029936278,1.52232866008
274,1.19130235079,-0.489828604207,1.34568912699,1.35634823826,1.15029936278,1.49142097484
275,1.19130235079,-0.489828604207,1.34568912699,1.35634823826,1.15029936278,1.49142097484
276,1.19130235079,-0.489828604207,1.34568912699,1.36853969918,1.15029936278,1.49142097484
277,1.19160144595,-0.489828604207,1.34568912699,1.37503145697,1.15029936278,1.56770682184
278,1.29890216282,-0.443966299269,1.34568912699,1.37503145697,1.15029936278,1.56770682184
279,1.29890216282,-0.438025160418,1.34684762464,1.40043036467,1.15029936278,1.56770682184
280,1.29890216282,-0.438025160418,1.34684762464,1.45589725284,1.15029936278,1.56770682184
281,1.30219309266,-0.438025160418,1.34684762464,1.45589725284,1.15029936278,1.54949044564
282,1.29749010447,-0.438025160418,1.32408468928,1.45589725284,1.15029936278,1.56527236549
283,1.29749010447,-0.438025160418,1.32408468928,1.45589725284,1.15029936278,1.56527236549
284,1.29749010447,-0.438025160418,1.32408468928,1.45589725284,1.15029936278,1.56527236549
285,1.29749010447,-0.438025160418,1.32408468928,1.45589725284,1.15029936278,1.56527236549
286,1.29749010447,-0.438025160418,1.32408468928,1.45589725284,1.15029936278,1.56527236549
287,1.26166763061,-0.429288119469,1.32408468928,1.45589725284,1.14783614732,1.56527236549
288,1.26422472382,-0.429288119469,1.32408468928,1.45589725284,1.14783614732,1.56527236549
289,1.26422472382,-0.429288119469,1.31049976661,1.45589725284,1.14783614732,1.56527236549
290,1.26422472382,-0.429288119469,1.27091131629,1.45589725284,1.14783614732,1.56527236549
291,1.26422472382,-0.429288119469,1.27091131629,1.42893276521,1.14783614732,1.56527236549
292,1.26422472382,-0.429288119469,1.27909461257,1.42893276521,1.1365955898,1.56527236549
293,1.26422472382,-0.429288119469,1.27476111652,1.42893276521,1.1365955898,1.55027803585
294,1.26422472382,-0.465192472889,1.3492394477,1.42893276521,1.1365955898,1.55027803585
295,1.30960189562,-0.465192472889,1.3492394477,1.42893276521,1.1365955898,1.55027803585
296,1.30960189562,-0.465192472889,1.3492394477,1.42893276521,1.14004023415,1.55027803585
297,1.28378667994,-0.465192472889,1.36231041216,1.42893276521,1.14004023415,1.55027803585
298,1.28378667994,-0.443097608321,1.38502878579,1.42893276521,1.14389834915,1.55027803585
299,1.28378667994,-0.443097608321,1.38502878579,1.42893276521,1.14389834915,1.58139993799
300,1.28378667994,-0.443097608321,1.38502878579,1.42893276521,1.14389834915,1.60906368614
301,1.28378667994,-0.443097608321,1.38502878579,1.42893276521,1.14389834915,1.60906368614
302,1.28378667994,-0.443097608321,1.38502878579,1.42893276521,1.14389834915,1.60906368614
303,1.27467419826,-0.443097608321,1.38502878579,1.49886716729,1.14919626845,1.54219329131
304,1.29921636789,-0.443097608321,1.38502878579,1.49886716729,1.14919626845,1.54219329131
305,1.29921636789,-0.443097608321,1.39854525703,1.49886716729,1.15043534425,1.54219329131
306,1.29921636789,-0.443097608321,1.37046866627,1.49886716729,1.15043534425,1.54219329131
307,1.29921636789,-0.443097608321,1.37046866627,1.49886716729,1.15043534425,1.54219329131
308,1.29921636789,-0.443097608321,1.33269611683,1.49886716729,1.15043534425,1.54219329131
309,1.29921636789,-0.466733562686,1.33269611683,1.49886716729,1.15043534425,1.54219329131
